plan_id,phase,day_no,forage_type,wt_min,wt_max,target_adg,Steady State Wanda,Chari,Maize Silage,Wheat Straw (Toori),Cottonseed Cake,Limestone / Minerals,Urea,est_cost_per_head_per_day
conservative,ADAPTATION,6,chari,215,219,0.99,3.44,7.636,0,0.35,0.0,0.0,0,330
conservative,ADAPTATION,6,chari,220,224,0.99,3.508,7.814,0,0.35,0.0,0.0,0,336
conservative,ADAPTATION,6,chari,225,229,1.0,3.575,7.991,0,0.35,0.0,0.0,0,343
conservative,ADAPTATION,6,chari,230,234,1.0,3.642,8.166,0,0.35,0.0,0.0,0,349
conservative,ADAPTATION,6,chari,235,239,1.01,3.709,8.341,0,0.35,0.0,0.0,0,355
conservative,ADAPTATION,6,chari,240,244,1.01,3.775,8.513,0,0.35,0.0,0.0,0,362
conservative,ADAPTATION,6,chari,245,249,1.01,3.84,8.685,0,0.35,0.0,0.0,0,368
conservative,ADAPTATION,6,chari,250,254,1.02,3.905,8.855,0,0.35,0.0,0.0,0,374
conservative,ADAPTATION,6,chari,255,259,1.02,3.969,9.024,0,0.35,0.0,0.0,0,380
conservative,ADAPTATION,6,chari,260,264,1.02,4.033,9.192,0,0.35,0.0,0.0,0,387
conservative,ADAPTATION,6,chari,265,269,1.03,4.097,9.358,0,0.35,0.0,0.0,0,393
conservative,ADAPTATION,6,chari,270,274,1.03,4.159,9.523,0,0.35,0.0,0.0,0,399
conservative,ADAPTATION,6,chari,275,279,1.03,4.222,9.687,0,0.35,0.0,0.0,0,405
conservative,ADAPTATION,6,chari,280,284,1.03,4.284,9.849,0,0.35,0.0,0.0,0,411
conservative,ADAPTATION,6,chari,285,289,1.04,4.345,10.01,0,0.35,0.0,0.0,0,417
conservative,ADAPTATION,6,chari,290,294,1.04,4.406,10.17,0,0.35,0.0,0.0,0,422
conservative,ADAPTATION,6,chari,295,299,1.04,4.466,10.329,0,0.35,0.0,0.0,0,428
conservative,ADAPTATION,6,chari,300,304,1.04,4.526,10.486,0,0.35,0.0,0.0,0,434
conservative,ADAPTATION,7,chari,120,124,0.91,2.095,4.245,0,0.35,0.069,0.0,0,208
conservative,ADAPTATION,7,chari,125,129,0.93,2.181,4.459,0,0.35,0.065,0.0,0,216
conservative,ADAPTATION,7,chari,130,134,0.94,2.266,4.67,0,0.35,0.062,0.0,0,224
conservative,ADAPTATION,7,chari,135,139,0.95,2.351,4.88,0,0.35,0.058,0.0,0,232
conservative,ADAPTATION,7,chari,140,144,0.96,2.436,5.089,0,0.35,0.054,0.0,0,239
conservative,ADAPTATION,7,chari,145,149,0.97,2.52,5.297,0,0.35,0.05,0.0,0,247
conservative,ADAPTATION,7,chari,150,154,0.98,2.603,5.503,0,0.35,0.047,0.0,0,254
conservative,ADAPTATION,7,chari,155,159,0.99,2.686,5.708,0,0.35,0.043,0.0,0,262
conservative,ADAPTATION,7,chari,160,164,1.0,2.768,5.911,0,0.35,0.039,0.0,0,269
conservative,ADAPTATION,7,chari,165,169,1.01,2.849,6.114,0,0.35,0.036,0.0,0,277
conservative,ADAPTATION,7,chari,170,174,1.02,2.928,6.318,0,0.35,0.033,0.0,0,284
conservative,ADAPTATION,7,chari,175,179,1.03,3.007,6.521,0,0.35,0.03,0.0,0,291
conservative,ADAPTATION,7,chari,180,184,1.03,3.085,6.722,0,0.35,0.028,0.0,0,298
conservative,ADAPTATION,7,chari,185,189,1.04,3.163,6.922,0,0.35,0.025,0.0,0,306
conservative,ADAPTATION,7,chari,190,194,1.05,3.24,7.121,0,0.35,0.022,0.0,0,313
conservative,ADAPTATION,7,chari,195,199,1.05,3.316,7.318,0,0.35,0.019,0.0,0,320
conservative,ADAPTATION,7,chari,200,204,1.06,3.392,7.514,0,0.35,0.017,0.0,0,327
conservative,ADAPTATION,7,chari,205,209,1.07,3.468,7.708,0,0.35,0.014,0.0,0,334
conservative,ADAPTATION,7,chari,210,214,1.07,3.543,7.901,0,0.35,0.011,0.0,0,341
conservative,ADAPTATION,7,chari,215,219,1.08,3.617,8.092,0,0.35,0.009,0.0,0,347
conservative,ADAPTATION,7,chari,220,224,1.08,3.691,8.282,0,0.35,0.006,0.0,0,354
conservative,ADAPTATION,7,chari,225,229,1.09,3.764,8.471,0,0.35,0.003,0.0,0,361
conservative,ADAPTATION,7,chari,230,234,1.09,3.836,8.658,0,0.35,0.001,0.0,0,368
conservative,ADAPTATION,7,chari,235,239,1.09,3.907,8.842,0,0.35,0.0,0.0,0,374
conservative,ADAPTATION,7,chari,240,244,1.1,3.977,9.024,0,0.35,0.0,0.0,0,381
conservative,ADAPTATION,7,chari,245,249,1.1,4.045,9.205,0,0.35,0.0,0.0,0,388
conservative,ADAPTATION,7,chari,250,254,1.11,4.114,9.384,0,0.35,0.0,0.0,0,394
conservative,ADAPTATION,7,chari,255,259,1.11,4.182,9.561,0,0.35,0.0,0.0,0,401
conservative,ADAPTATION,7,chari,260,264,1.11,4.249,9.738,0,0.35,0.0,0.0,0,407
conservative,ADAPTATION,7,chari,265,269,1.11,4.316,9.913,0,0.35,0.0,0.0,0,414
conservative,ADAPTATION,7,chari,270,274,1.12,4.382,10.086,0,0.35,0.0,0.0,0,420
conservative,ADAPTATION,7,chari,275,279,1.12,4.448,10.258,0,0.35,0.0,0.0,0,426
conservative,ADAPTATION,7,chari,280,284,1.12,4.513,10.429,0,0.35,0.0,0.0,0,432
conservative,ADAPTATION,7,chari,285,289,1.12,4.577,10.598,0,0.35,0.0,0.0,0,439
conservative,ADAPTATION,7,chari,290,294,1.13,4.642,10.766,0,0.35,0.0,0.0,0,445
conservative,ADAPTATION,7,chari,295,299,1.13,4.705,10.933,0,0.35,0.0,0.0,0,451
conservative,ADAPTATION,7,chari,300,304,1.13,4.768,11.098,0,0.35,0.0,0.0,0,457
type-1,STEADY,,silage,120,124,1.03,2.337,0,3.708,0.35,0.01,0.0,0,242
type-1,STEADY,,silage,125,129,1.04,2.42,0,3.916,0.35,0.009,0.0,0,251
type-1,STEADY,,silage,130,134,1.05,2.504,0,4.124,0.35,0.008,0.0,0,261
type-1,STEADY,,silage,135,139,1.07,2.586,0,4.33,0.35,0.007,0.0,0,270
type-1,STEADY,,silage,140,144,1.08,2.668,0,4.535,0.35,0.006,0.0,0,279
type-1,STEADY,,silage,145,149,1.09,2.75,0,4.738,0.35,0.005,0.0,0,288
type-1,STEADY,,silage,150,154,1.1,2.831,0,4.94,0.35,0.004,0.0,0,297
type-1,STEADY,,silage,155,159,1.11,2.912,0,5.141,0.35,0.003,0.0,0,306
type-1,STEADY,,silage,160,164,1.12,2.992,0,5.33,0.35,0.004,0.0,0,315
type-1,STEADY,,silage,165,169,1.13,3.072,0,5.512,0.35,0.006,0.0,0,324
type-1,STEADY,,silage,170,174,1.14,3.152,0,5.694,0.35,0.009,0.0,0,333
type-1,STEADY,,silage,175,179,1.15,3.231,0,5.874,0.35,0.011,0.0,0,342
type-1,STEADY,,silage,180,184,1.15,3.31,0,6.053,0.35,0.013,0.0,0,351
type-1,STEADY,,silage,185,189,1.16,3.388,0,6.228,0.35,0.016,0.0,0,360
type-1,STEADY,,silage,190,194,1.17,3.466,0,6.403,0.35,0.019,0.0,0,369
type-1,STEADY,,silage,195,199,1.18,3.543,0,6.576,0.35,0.021,0.0,0,377
type-1,STEADY,,silage,200,204,1.18,3.62,0,6.748,0.35,0.024,0.001,0,386
type-1,STEADY,,silage,205,209,1.19,3.697,0,6.918,0.35,0.026,0.001,0,395
type-1,STEADY,,silage,210,214,1.2,3.772,0,7.088,0.35,0.029,0.001,0,403
type-1,STEADY,,silage,215,219,1.2,3.848,0,7.257,0.35,0.032,0.001,0,411
type-1,STEADY,,silage,220,224,1.21,3.922,0,7.424,0.35,0.034,0.001,0,420
type-1,STEADY,,silage,225,229,1.21,3.997,0,7.59,0.35,0.037,0.001,0,428
type-1,STEADY,,silage,230,234,1.22,4.07,0,7.755,0.35,0.039,0.001,0,437
type-1,STEADY,,silage,235,239,1.22,4.144,0,7.919,0.35,0.042,0.001,0,445
type-1,STEADY,,silage,240,244,1.23,4.216,0,8.082,0.35,0.044,0.002,0,453
type-1,STEADY,,silage,245,249,1.23,4.288,0,8.244,0.35,0.047,0.002,0,461
type-1,STEADY,,silage,250,254,1.24,4.36,0,8.404,0.35,0.049,0.002,0,469
type-1,STEADY,,silage,255,259,1.24,4.431,0,8.564,0.35,0.052,0.002,0,477
type-1,STEADY,,silage,260,264,1.24,4.502,0,8.722,0.35,0.054,0.002,0,485
type-1,STEADY,,silage,265,269,1.25,4.572,0,8.879,0.35,0.056,0.002,0,493
type-1,STEADY,,silage,270,274,1.25,4.642,0,9.035,0.35,0.059,0.002,0,501
type-1,STEADY,,silage,275,279,1.25,4.711,0,9.19,0.35,0.061,0.002,0,508
type-1,STEADY,,silage,280,284,1.26,4.779,0,9.343,0.35,0.063,0.002,0,516
type-1,STEADY,,silage,285,289,1.26,4.848,0,9.496,0.35,0.066,0.003,0,524
type-1,STEADY,,silage,290,294,1.26,4.915,0,9.647,0.35,0.068,0.003,0,531
type-1,STEADY,,silage,295,299,1.26,4.982,0,9.798,0.35,0.07,0.003,0,539
type-1,STEADY,,silage,300,304,1.27,5.049,0,9.947,0.35,0.072,0.003,0,546
type-1,STEADY,,chari,120,124,1.03,2.264,4.648,0,0.35,0.06,0.0,0,223
type-1,STEADY,,chari,125,129,1.04,2.357,4.877,0,0.35,0.056,0.0,0,232
type-1,STEADY,,chari,130,134,1.05,2.449,5.106,0,0.35,0.052,0.0,0,240
type-1,STEADY,,chari,135,139,1.07,2.541,5.332,0,0.35,0.048,0.0,0,248
type-1,STEADY,,chari,140,144,1.08,2.632,5.558,0,0.35,0.044,0.0,0,257
type-1,STEADY,,chari,145,149,1.09,2.723,5.781,0,0.35,0.04,0.0,0,265
type-1,STEADY,,chari,150,154,1.1,2.813,6.004,0,0.35,0.036,0.0,0,273
type-1,STEADY,,chari,155,159,1.11,2.901,6.228,0,0.35,0.032,0.0,0,281
type-1,STEADY,,chari,160,164,1.12,2.989,6.452,0,0.35,0.029,0.0,0,289
type-1,STEADY,,chari,165,169,1.13,3.075,6.674,0,0.35,0.026,0.0,0,297
type-1,STEADY,,chari,170,174,1.14,3.161,6.895,0,0.35,0.023,0.0,0,305
type-1,STEADY,,chari,175,179,1.15,3.247,7.115,0,0.35,0.02,0.0,0,313
type-1,STEADY,,chari,180,184,1.16,3.331,7.333,0,0.35,0.017,0.0,0,321
type-1,STEADY,,chari,185,189,1.16,3.416,7.55,0,0.35,0.014,0.0,0,328
type-1,STEADY,,chari,190,194,1.17,3.5,7.765,0,0.35,0.011,0.0,0,336
type-1,STEADY,,chari,195,199,1.18,3.583,7.979,0,0.35,0.008,0.0,0,344
type-1,STEADY,,chari,200,204,1.19,3.666,8.191,0,0.35,0.005,0.0,0,351
type-1,STEADY,,chari,205,209,1.19,3.748,8.402,0,0.35,0.002,0.0,0,359
type-1,STEADY,,chari,210,214,1.2,3.828,8.611,0,0.35,0.0,0.0,0,366
type-1,STEADY,,chari,215,219,1.2,3.907,8.816,0,0.35,0.0,0.0,0,374
type-1,STEADY,,chari,220,224,1.21,3.985,9.02,0,0.35,0.0,0.0,0,382
type-1,STEADY,,chari,225,229,1.22,4.063,9.222,0,0.35,0.0,0.0,0,389
type-1,STEADY,,chari,230,234,1.22,4.14,9.423,0,0.35,0.0,0.0,0,396
type-1,STEADY,,chari,235,239,1.23,4.216,9.623,0,0.35,0.0,0.0,0,404
type-1,STEADY,,chari,240,244,1.23,4.292,9.821,0,0.35,0.0,0.0,0,411
type-1,STEADY,,chari,245,249,1.23,4.367,10.018,0,0.35,0.0,0.0,0,418
type-1,STEADY,,chari,250,254,1.24,4.442,10.213,0,0.35,0.0,0.0,0,425
type-1,STEADY,,chari,255,259,1.24,4.517,10.408,0,0.35,0.0,0.0,0,433
type-1,STEADY,,chari,260,264,1.25,4.59,10.6,0,0.35,0.0,0.0,0,440
type-1,STEADY,,chari,265,269,1.25,4.664,10.792,0,0.35,0.0,0.0,0,447
type-1,STEADY,,chari,270,274,1.25,4.736,10.982,0,0.35,0.0,0.0,0,454
type-1,STEADY,,chari,275,279,1.26,4.809,11.17,0,0.35,0.0,0.0,0,461
type-1,STEADY,,chari,280,284,1.26,4.88,11.357,0,0.35,0.0,0.0,0,467
type-1,STEADY,,chari,285,289,1.26,4.951,11.543,0,0.35,0.0,0.0,0,474
type-1,STEADY,,chari,290,294,1.26,5.022,11.727,0,0.35,0.0,0.0,0,481
type-1,STEADY,,chari,295,299,1.27,5.092,11.91,0,0.35,0.0,0.0,0,488
type-1,STEADY,,chari,300,304,1.27,5.162,12.092,0,0.35,0.0,0.0,0,494
type-1,ADAPTATION,1,chari,120,124,0.37,0.697,2.67,0,0.35,0.698,0.016,0,156
type-1,ADAPTATION,1,chari,125,129,0.38,0.723,2.825,0,0.35,0.725,0.017,0,162
type-1,ADAPTATION,1,chari,130,134,0.39,0.749,2.978,0,0.35,0.751,0.018,0,168
type-1,ADAPTATION,1,chari,135,139,0.4,0.774,3.13,0,0.35,0.778,0.018,0,174
type-1,ADAPTATION,1,chari,140,144,0.41,0.8,3.282,0,0.35,0.804,0.019,0,180
type-1,ADAPTATION,1,chari,145,149,0.42,0.825,3.432,0,0.35,0.831,0.02,0,186
type-1,ADAPTATION,1,chari,150,154,0.42,0.851,3.582,0,0.35,0.857,0.02,0,192
type-1,ADAPTATION,1,chari,155,159,0.43,0.876,3.73,0,0.35,0.883,0.021,0,198
type-1,ADAPTATION,1,chari,160,164,0.44,0.901,3.878,0,0.35,0.909,0.022,0,203
type-1,ADAPTATION,1,chari,165,169,0.45,0.926,4.024,0,0.35,0.934,0.022,0,209
type-1,ADAPTATION,1,chari,170,174,0.45,0.95,4.17,0,0.35,0.96,0.023,0,215
type-1,ADAPTATION,1,chari,175,179,0.46,0.975,4.315,0,0.35,0.985,0.023,0,220
type-1,ADAPTATION,1,chari,180,184,0.46,0.999,4.459,0,0.35,1.01,0.024,0,226
type-1,ADAPTATION,1,chari,185,189,0.47,1.023,4.601,0,0.35,1.035,0.025,0,232
type-1,ADAPTATION,1,chari,190,194,0.48,1.047,4.743,0,0.35,1.06,0.025,0,237
type-1,ADAPTATION,1,chari,195,199,0.48,1.071,4.884,0,0.35,1.085,0.026,0,243
type-1,ADAPTATION,1,chari,200,204,0.49,1.095,5.024,0,0.35,1.109,0.027,0,248
type-1,ADAPTATION,1,chari,205,209,0.49,1.118,5.163,0,0.35,1.134,0.027,0,254
type-1,ADAPTATION,1,chari,210,214,0.49,1.142,5.302,0,0.35,1.158,0.028,0,259
type-1,ADAPTATION,1,chari,215,219,0.5,1.165,5.439,0,0.35,1.182,0.028,0,264
type-1,ADAPTATION,1,chari,220,224,0.5,1.188,5.575,0,0.35,1.206,0.029,0,270
type-1,ADAPTATION,1,chari,225,229,0.51,1.211,5.711,0,0.35,1.229,0.03,0,275
type-1,ADAPTATION,1,chari,230,234,0.51,1.234,5.845,0,0.35,1.253,0.03,0,280
type-1,ADAPTATION,1,chari,235,239,0.51,1.256,5.979,0,0.35,1.276,0.031,0,285
type-1,ADAPTATION,1,chari,240,244,0.52,1.279,6.111,0,0.35,1.299,0.031,0,290
type-1,ADAPTATION,1,chari,245,249,0.52,1.301,6.243,0,0.35,1.323,0.032,0,296
type-1,ADAPTATION,1,chari,250,254,0.52,1.323,6.374,0,0.35,1.345,0.033,0,301
type-1,ADAPTATION,1,chari,255,259,0.53,1.345,6.503,0,0.35,1.368,0.033,0,306
type-1,ADAPTATION,1,chari,260,264,0.53,1.367,6.632,0,0.35,1.391,0.034,0,311
type-1,ADAPTATION,1,chari,265,269,0.53,1.389,6.76,0,0.35,1.413,0.034,0,316
type-1,ADAPTATION,1,chari,270,274,0.53,1.41,6.887,0,0.35,1.435,0.035,0,321
type-1,ADAPTATION,1,chari,275,279,0.54,1.432,7.013,0,0.35,1.457,0.035,0,326
type-1,ADAPTATION,1,chari,280,284,0.54,1.453,7.139,0,0.35,1.479,0.036,0,330
type-1,ADAPTATION,1,chari,285,289,0.54,1.474,7.263,0,0.35,1.501,0.037,0,335
type-1,ADAPTATION,1,chari,290,294,0.54,1.495,7.386,0,0.35,1.522,0.037,0,340
type-1,ADAPTATION,1,chari,295,299,0.54,1.515,7.509,0,0.35,1.544,0.038,0,345
type-1,ADAPTATION,1,chari,300,304,0.55,1.536,7.63,0,0.35,1.565,0.038,0,350
type-1,ADAPTATION,2,chari,120,124,0.49,0.947,3.033,0,0.35,0.6,0.013,0,168
type-1,ADAPTATION,2,chari,125,129,0.5,0.982,3.201,0,0.35,0.623,0.014,0,174
type-1,ADAPTATION,2,chari,130,134,0.51,1.017,3.368,0,0.35,0.646,0.014,0,181
type-1,ADAPTATION,2,chari,135,139,0.52,1.053,3.534,0,0.35,0.669,0.015,0,187
type-1,ADAPTATION,2,chari,140,144,0.53,1.087,3.698,0,0.35,0.692,0.015,0,193
type-1,ADAPTATION,2,chari,145,149,0.54,1.122,3.862,0,0.35,0.715,0.016,0,200
type-1,ADAPTATION,2,chari,150,154,0.54,1.157,4.025,0,0.35,0.737,0.017,0,206
type-1,ADAPTATION,2,chari,155,159,0.55,1.191,4.186,0,0.35,0.76,0.017,0,212
type-1,ADAPTATION,2,chari,160,164,0.56,1.225,4.347,0,0.35,0.782,0.018,0,218
type-1,ADAPTATION,2,chari,165,169,0.57,1.259,4.507,0,0.35,0.804,0.018,0,224
type-1,ADAPTATION,2,chari,170,174,0.57,1.292,4.665,0,0.35,0.826,0.019,0,231
type-1,ADAPTATION,2,chari,175,179,0.58,1.326,4.823,0,0.35,0.848,0.019,0,237
type-1,ADAPTATION,2,chari,180,184,0.59,1.359,4.979,0,0.35,0.87,0.02,0,243
type-1,ADAPTATION,2,chari,185,189,0.59,1.392,5.135,0,0.35,0.892,0.02,0,249
type-1,ADAPTATION,2,chari,190,194,0.6,1.425,5.289,0,0.35,0.913,0.021,0,255
type-1,ADAPTATION,2,chari,195,199,0.6,1.457,5.443,0,0.35,0.934,0.021,0,260
type-1,ADAPTATION,2,chari,200,204,0.61,1.49,5.595,0,0.35,0.956,0.022,0,266
type-1,ADAPTATION,2,chari,205,209,0.61,1.522,5.746,0,0.35,0.977,0.022,0,272
type-1,ADAPTATION,2,chari,210,214,0.62,1.554,5.897,0,0.35,0.998,0.023,0,278
type-1,ADAPTATION,2,chari,215,219,0.62,1.585,6.046,0,0.35,1.018,0.023,0,284
type-1,ADAPTATION,2,chari,220,224,0.63,1.617,6.194,0,0.35,1.039,0.024,0,289
type-1,ADAPTATION,2,chari,225,229,0.63,1.648,6.342,0,0.35,1.059,0.024,0,295
type-1,ADAPTATION,2,chari,230,234,0.64,1.679,6.488,0,0.35,1.08,0.025,0,301
type-1,ADAPTATION,2,chari,235,239,0.64,1.71,6.633,0,0.35,1.1,0.025,0,306
type-1,ADAPTATION,2,chari,240,244,0.64,1.74,6.778,0,0.35,1.12,0.026,0,312
type-1,ADAPTATION,2,chari,245,249,0.65,1.771,6.921,0,0.35,1.14,0.026,0,317
type-1,ADAPTATION,2,chari,250,254,0.65,1.801,7.063,0,0.35,1.16,0.027,0,323
type-1,ADAPTATION,2,chari,255,259,0.65,1.831,7.205,0,0.35,1.179,0.027,0,328
type-1,ADAPTATION,2,chari,260,264,0.66,1.861,7.345,0,0.35,1.199,0.028,0,333
type-1,ADAPTATION,2,chari,265,269,0.66,1.89,7.484,0,0.35,1.218,0.028,0,339
type-1,ADAPTATION,2,chari,270,274,0.66,1.92,7.623,0,0.35,1.237,0.029,0,344
type-1,ADAPTATION,2,chari,275,279,0.66,1.949,7.76,0,0.35,1.256,0.029,0,349
type-1,ADAPTATION,2,chari,280,284,0.67,1.977,7.896,0,0.35,1.275,0.03,0,355
type-1,ADAPTATION,2,chari,285,289,0.67,2.006,8.031,0,0.35,1.294,0.03,0,360
type-1,ADAPTATION,2,chari,290,294,0.67,2.035,8.166,0,0.35,1.313,0.031,0,365
type-1,ADAPTATION,2,chari,295,299,0.67,2.063,8.299,0,0.35,1.331,0.031,0,370
type-1,ADAPTATION,2,chari,300,304,0.67,2.091,8.431,0,0.35,1.349,0.032,0,375
type-1,ADAPTATION,3,chari,120,124,0.6,1.228,3.395,0,0.35,0.475,0.009,0,179
type-1,ADAPTATION,3,chari,125,129,0.62,1.274,3.576,0,0.35,0.493,0.01,0,186
type-1,ADAPTATION,3,chari,130,134,0.63,1.32,3.757,0,0.35,0.511,0.01,0,193
type-1,ADAPTATION,3,chari,135,139,0.64,1.366,3.936,0,0.35,0.53,0.011,0,199
type-1,ADAPTATION,3,chari,140,144,0.65,1.411,4.114,0,0.35,0.548,0.011,0,206
type-1,ADAPTATION,3,chari,145,149,0.66,1.456,4.291,0,0.35,0.566,0.011,0,213
type-1,ADAPTATION,3,chari,150,154,0.66,1.501,4.467,0,0.35,0.584,0.012,0,219
type-1,ADAPTATION,3,chari,155,159,0.67,1.546,4.641,0,0.35,0.602,0.012,0,226
type-1,ADAPTATION,3,chari,160,164,0.68,1.59,4.815,0,0.35,0.62,0.013,0,233
type-1,ADAPTATION,3,chari,165,169,0.69,1.634,4.988,0,0.35,0.637,0.013,0,239
type-1,ADAPTATION,3,chari,170,174,0.7,1.678,5.159,0,0.35,0.655,0.014,0,246
type-1,ADAPTATION,3,chari,175,179,0.7,1.721,5.329,0,0.35,0.672,0.014,0,252
type-1,ADAPTATION,3,chari,180,184,0.71,1.764,5.498,0,0.35,0.69,0.014,0,258
type-1,ADAPTATION,3,chari,185,189,0.72,1.807,5.667,0,0.35,0.707,0.015,0,265
type-1,ADAPTATION,3,chari,190,194,0.72,1.85,5.833,0,0.35,0.724,0.015,0,271
type-1,ADAPTATION,3,chari,195,199,0.73,1.892,5.999,0,0.35,0.741,0.016,0,277
type-1,ADAPTATION,3,chari,200,204,0.73,1.934,6.164,0,0.35,0.758,0.016,0,284
type-1,ADAPTATION,3,chari,205,209,0.74,1.976,6.328,0,0.35,0.775,0.016,0,290
type-1,ADAPTATION,3,chari,210,214,0.74,2.017,6.49,0,0.35,0.791,0.017,0,296
type-1,ADAPTATION,3,chari,215,219,0.75,2.058,6.652,0,0.35,0.808,0.017,0,302
type-1,ADAPTATION,3,chari,220,224,0.75,2.099,6.812,0,0.35,0.824,0.017,0,308
type-1,ADAPTATION,3,chari,225,229,0.76,2.14,6.972,0,0.35,0.841,0.018,0,314
type-1,ADAPTATION,3,chari,230,234,0.76,2.18,7.13,0,0.35,0.857,0.018,0,320
type-1,ADAPTATION,3,chari,235,239,0.77,2.22,7.287,0,0.35,0.873,0.019,0,326
type-1,ADAPTATION,3,chari,240,244,0.77,2.26,7.443,0,0.35,0.889,0.019,0,332
type-1,ADAPTATION,3,chari,245,249,0.77,2.3,7.598,0,0.35,0.905,0.019,0,338
type-1,ADAPTATION,3,chari,250,254,0.78,2.339,7.752,0,0.35,0.921,0.02,0,344
type-1,ADAPTATION,3,chari,255,259,0.78,2.378,7.905,0,0.35,0.936,0.02,0,349
type-1,ADAPTATION,3,chari,260,264,0.78,2.416,8.056,0,0.35,0.952,0.02,0,355
type-1,ADAPTATION,3,chari,265,269,0.79,2.455,8.207,0,0.35,0.967,0.021,0,361
type-1,ADAPTATION,3,chari,270,274,0.79,2.493,8.356,0,0.35,0.982,0.021,0,366
type-1,ADAPTATION,3,chari,275,279,0.79,2.531,8.505,0,0.35,0.998,0.021,0,372
type-1,ADAPTATION,3,chari,280,284,0.79,2.568,8.652,0,0.35,1.013,0.022,0,378
type-1,ADAPTATION,3,chari,285,289,0.8,2.606,8.798,0,0.35,1.027,0.022,0,383
type-1,ADAPTATION,3,chari,290,294,0.8,2.643,8.944,0,0.35,1.042,0.022,0,389
type-1,ADAPTATION,3,chari,295,299,0.8,2.679,9.088,0,0.35,1.057,0.023,0,394
type-1,ADAPTATION,3,chari,300,304,0.8,2.716,9.231,0,0.35,1.072,0.023,0,400
type-1,ADAPTATION,4,chari,120,124,0.72,1.541,3.755,0,0.35,0.321,0.005,0,189
type-1,ADAPTATION,4,chari,125,129,0.73,1.599,3.95,0,0.35,0.334,0.005,0,197
type-1,ADAPTATION,4,chari,130,134,0.74,1.657,4.144,0,0.35,0.347,0.005,0,204
type-1,ADAPTATION,4,chari,135,139,0.75,1.714,4.337,0,0.35,0.359,0.006,0,211
type-1,ADAPTATION,4,chari,140,144,0.76,1.771,4.528,0,0.35,0.372,0.006,0,218
type-1,ADAPTATION,4,chari,145,149,0.77,1.828,4.719,0,0.35,0.384,0.006,0,225
type-1,ADAPTATION,4,chari,150,154,0.78,1.884,4.908,0,0.35,0.396,0.006,0,232
type-1,ADAPTATION,4,chari,155,159,0.79,1.94,5.095,0,0.35,0.409,0.007,0,239
type-1,ADAPTATION,4,chari,160,164,0.8,1.996,5.282,0,0.35,0.421,0.007,0,246
type-1,ADAPTATION,4,chari,165,169,0.81,2.051,5.468,0,0.35,0.433,0.007,0,253
type-1,ADAPTATION,4,chari,170,174,0.82,2.106,5.652,0,0.35,0.445,0.007,0,260
type-1,ADAPTATION,4,chari,175,179,0.82,2.161,5.835,0,0.35,0.457,0.007,0,267
type-1,ADAPTATION,4,chari,180,184,0.83,2.215,6.017,0,0.35,0.469,0.008,0,273
type-1,ADAPTATION,4,chari,185,189,0.84,2.269,6.197,0,0.35,0.481,0.008,0,280
type-1,ADAPTATION,4,chari,190,194,0.84,2.322,6.377,0,0.35,0.493,0.008,0,287
type-1,ADAPTATION,4,chari,195,199,0.85,2.375,6.555,0,0.35,0.504,0.008,0,293
type-1,ADAPTATION,4,chari,200,204,0.86,2.428,6.732,0,0.35,0.516,0.009,0,300
type-1,ADAPTATION,4,chari,205,209,0.86,2.481,6.908,0,0.35,0.528,0.009,0,307
type-1,ADAPTATION,4,chari,210,214,0.87,2.533,7.083,0,0.35,0.539,0.009,0,313
type-1,ADAPTATION,4,chari,215,219,0.87,2.585,7.257,0,0.35,0.55,0.009,0,320
type-1,ADAPTATION,4,chari,220,224,0.88,2.636,7.429,0,0.35,0.562,0.01,0,326
type-1,ADAPTATION,4,chari,225,229,0.88,2.687,7.6,0,0.35,0.573,0.01,0,332
type-1,ADAPTATION,4,chari,230,234,0.89,2.738,7.77,0,0.35,0.584,0.01,0,339
type-1,ADAPTATION,4,chari,235,239,0.89,2.788,7.939,0,0.35,0.595,0.01,0,345
type-1,ADAPTATION,4,chari,240,244,0.89,2.838,8.107,0,0.35,0.606,0.01,0,351
type-1,ADAPTATION,4,chari,245,249,0.9,2.888,8.274,0,0.35,0.617,0.011,0,357
type-1,ADAPTATION,4,chari,250,254,0.9,2.937,8.439,0,0.35,0.628,0.011,0,364
type-1,ADAPTATION,4,chari,255,259,0.91,2.986,8.603,0,0.35,0.639,0.011,0,370
type-1,ADAPTATION,4,chari,260,264,0.91,3.034,8.766,0,0.35,0.649,0.011,0,376
type-1,ADAPTATION,4,chari,265,269,0.91,3.083,8.928,0,0.35,0.66,0.012,0,382
type-1,ADAPTATION,4,chari,270,274,0.91,3.131,9.089,0,0.35,0.67,0.012,0,388
type-1,ADAPTATION,4,chari,275,279,0.92,3.178,9.248,0,0.35,0.681,0.012,0,394
type-1,ADAPTATION,4,chari,280,284,0.92,3.225,9.407,0,0.35,0.691,0.012,0,400
type-1,ADAPTATION,4,chari,285,289,0.92,3.272,9.564,0,0.35,0.701,0.012,0,405
type-1,ADAPTATION,4,chari,290,294,0.92,3.319,9.72,0,0.35,0.712,0.013,0,411
type-1,ADAPTATION,4,chari,295,299,0.93,3.365,9.875,0,0.35,0.722,0.013,0,417
type-1,ADAPTATION,4,chari,300,304,0.93,3.41,10.029,0,0.35,0.732,0.013,0,423
type-1,ADAPTATION,5,chari,120,124,0.83,1.886,4.1,0,0.35,0.143,0.0,0,199
