plan_id,phase,day_no,ramp_ingredient,forage_type,wt_min,wt_max,target_adg,Single Bag Wanda (W MGF),Chari,Wheat Straw (Toori),Limestone,Maize Silage,Potato,Sodium bicarbonate (Meetha Soda),Monensin,est_cost_per_head_per_day
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,305,309,1.38,3.269,3.0,0.842,0.016,8.638,8.362,0.038,0.0002,544
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,305,309,1.38,3.269,3.0,0.842,0.016,7.091,10.453,0.038,0.0002,543
max-potato,STEADY,,,chari+silage,305,309,1.38,3.269,3.0,0.842,0.016,7.091,10.453,0.038,0.0002,543
max-potato,ADAPTATION,1,,chari+silage,310,314,0.42,3.072,5.529,0.9,0.001,0,0,0,0,301
max-potato,ADAPTATION,2,,chari+silage,310,314,0.59,3.474,6,0.888,0.002,0.676,0,0,0,345
max-potato,ADAPTATION,3,,chari+silage,310,314,0.77,3.922,6,0.819,0.005,2.015,0,0,0,397
max-potato,ADAPTATION,4,,chari+silage,310,314,0.95,4.37,6,0.74,0.008,3.393,0,0,0,449
max-potato,ADAPTATION,5,,chari+silage,310,314,1.13,4.819,6,0.641,0.011,4.848,0,0,0,502
max-potato,ADAPTATION,6,,chari+silage,310,314,1.39,5.603,3,0.3,0.019,9.442,0,0,0,595
max-potato,ADAPTATION,7,,chari+silage,310,314,1.39,5.603,3,0.3,0.019,9.442,0,0,0,595
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,310,314,1.39,3.313,3.0,0.859,0.016,13.455,2.115,0.038,0.0002,554
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,310,314,1.39,3.313,3.0,0.859,0.016,11.89,4.231,0.038,0.0002,553
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,310,314,1.39,3.313,3.0,0.859,0.016,10.324,6.346,0.038,0.0002,552
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,310,314,1.39,3.313,3.0,0.859,0.016,8.759,8.462,0.038,0.0002,551
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,310,314,1.39,3.313,3.0,0.859,0.016,7.193,10.577,0.038,0.0002,550
max-potato,STEADY,,,chari+silage,310,314,1.39,3.313,3.0,0.859,0.016,7.193,10.577,0.038,0.0002,550
max-potato,ADAPTATION,1,,chari+silage,315,319,0.43,3.122,5.698,0.9,0.001,0,0,0,0,306
max-potato,ADAPTATION,2,,chari+silage,315,319,0.59,3.53,6,0.889,0.002,0.808,0,0,0,351
max-potato,ADAPTATION,3,,chari+silage,315,319,0.78,3.985,6,0.82,0.005,2.164,0,0,0,404
max-potato,ADAPTATION,4,,chari+silage,315,319,0.95,4.441,6,0.74,0.008,3.559,0,0,0,457
max-potato,ADAPTATION,5,,chari+silage,315,319,1.13,4.896,6,0.641,0.011,5.031,0,0,0,510
max-potato,ADAPTATION,6,,chari+silage,315,319,1.39,5.693,3,0.3,0.02,9.647,0,0,0,605
max-potato,ADAPTATION,7,,chari+silage,315,319,1.39,5.693,3,0.3,0.02,9.647,0,0,0,605
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,315,319,1.39,3.368,3.0,0.88,0.016,13.678,2.147,0.039,0.0002,563
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,315,319,1.39,3.368,3.0,0.88,0.016,12.089,4.294,0.039,0.0002,562
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,315,319,1.39,3.368,3.0,0.88,0.016,10.501,6.441,0.039,0.0002,561
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,315,319,1.39,3.368,3.0,0.88,0.016,8.912,8.588,0.039,0.0002,560
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,315,319,1.39,3.368,3.0,0.88,0.016,7.323,10.735,0.039,0.0002,559
max-potato,STEADY,,,chari+silage,315,319,1.39,3.368,3.0,0.88,0.016,7.323,10.735,0.039,0.0002,559
max-potato,ADAPTATION,1,,chari+silage,320,324,0.42,3.136,5.745,0.9,0.001,0,0,0,0,307
max-potato,ADAPTATION,2,,chari+silage,320,324,0.58,3.545,6,0.889,0.003,0.844,0,0,0,353
max-potato,ADAPTATION,3,,chari+silage,320,324,0.77,4.003,6,0.82,0.005,2.204,0,0,0,405
max-potato,ADAPTATION,4,,chari+silage,320,324,0.94,4.46,6,0.741,0.008,3.604,0,0,0,459
max-potato,ADAPTATION,5,,chari+silage,320,324,1.12,4.918,6,0.642,0.011,5.081,0,0,0,512
max-potato,ADAPTATION,6,,chari+silage,320,324,1.4,5.718,3,0.3,0.02,10.064,0,0,0,613
max-potato,ADAPTATION,7,,chari+silage,320,324,1.4,5.718,3,0.3,0.02,10.064,0,0,0,613
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,320,324,1.4,3.424,3.0,0.901,0.016,13.901,2.178,0.039,0.0002,572
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,320,324,1.4,3.424,3.0,0.901,0.016,12.289,4.357,0.039,0.0002,571
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,320,324,1.4,3.424,3.0,0.901,0.016,10.677,6.535,0.039,0.0002,570
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,320,324,1.4,3.424,3.0,0.901,0.016,9.065,8.714,0.039,0.0002,569
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,320,324,1.4,3.424,3.0,0.901,0.016,7.453,10.892,0.039,0.0002,568
max-potato,STEADY,,,chari+silage,320,324,1.4,3.424,3.0,0.901,0.016,7.453,10.892,0.039,0.0002,568
max-potato,ADAPTATION,1,,chari+silage,325,329,0.41,3.155,5.811,0.9,0.001,0,0,0,0,309
max-potato,ADAPTATION,2,,chari+silage,325,329,0.58,3.567,6,0.889,0.003,0.894,0,0,0,355
max-potato,ADAPTATION,3,,chari+silage,325,329,0.76,4.027,6,0.82,0.005,2.261,0,0,0,408
max-potato,ADAPTATION,4,,chari+silage,325,329,0.93,4.488,6,0.741,0.008,3.668,0,0,0,462
max-potato,ADAPTATION,5,,chari+silage,325,329,1.11,4.948,6,0.642,0.011,5.152,0,0,0,516
max-potato,ADAPTATION,6,,chari+silage,325,329,1.4,5.753,3,0.398,0.02,10.122,0,0,0,620
max-potato,ADAPTATION,7,,chari+silage,325,329,1.4,5.753,3,0.398,0.02,10.122,0,0,0,620
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,325,329,1.4,3.479,3.0,0.922,0.017,14.123,2.21,0.04,0.0002,581
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,325,329,1.4,3.479,3.0,0.922,0.017,12.488,4.42,0.04,0.0002,580
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,325,329,1.4,3.479,3.0,0.922,0.017,10.853,6.629,0.04,0.0002,579
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,325,329,1.4,3.479,3.0,0.922,0.017,9.218,8.839,0.04,0.0002,578
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,325,329,1.4,3.479,3.0,0.922,0.017,7.582,11.049,0.04,0.0002,576
max-potato,STEADY,,,chari+silage,325,329,1.4,3.479,3.0,0.922,0.017,7.582,11.049,0.04,0.0002,576
max-potato,ADAPTATION,1,,chari+silage,330,334,0.42,3.209,5.997,0.9,0.001,0,0,0,0,315
max-potato,ADAPTATION,2,,chari+silage,330,334,0.59,3.629,6,0.89,0.003,1.041,0,0,0,362
max-potato,ADAPTATION,3,,chari+silage,330,334,0.77,4.098,6,0.821,0.006,2.428,0,0,0,416
max-potato,ADAPTATION,4,,chari+silage,330,334,0.94,4.566,6,0.742,0.009,3.853,0,0,0,470
max-potato,ADAPTATION,5,,chari+silage,330,334,1.12,5.034,6,0.643,0.012,5.357,0,0,0,525
max-potato,ADAPTATION,6,,chari+silage,330,334,1.4,5.854,3,0.532,0.019,9.847,0,0,0,627
max-potato,ADAPTATION,7,,chari+silage,330,334,1.4,5.854,3,0.532,0.019,9.847,0,0,0,627
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,330,334,1.4,3.535,3.0,0.943,0.017,14.348,2.241,0.04,0.0002,590
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,330,334,1.4,3.535,3.0,0.943,0.017,12.689,4.483,0.04,0.0002,589
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,330,334,1.4,3.535,3.0,0.943,0.017,11.03,6.724,0.04,0.0002,588
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,330,334,1.4,3.535,3.0,0.943,0.017,9.372,8.966,0.04,0.0002,587
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,330,334,1.4,3.535,3.0,0.943,0.017,7.713,11.207,0.04,0.0002,585
max-potato,STEADY,,,chari+silage,330,334,1.4,3.535,3.0,0.943,0.017,7.713,11.207,0.04,0.0002,585
max-potato,ADAPTATION,1,,chari+silage,335,339,0.43,3.275,6,0.939,0.001,0.004,0,0,0,321
max-potato,ADAPTATION,2,,chari+silage,335,339,0.59,3.692,6,0.89,0.003,1.189,0,0,0,369
max-potato,ADAPTATION,3,,chari+silage,335,339,0.78,4.168,6,0.821,0.006,2.594,0,0,0,424
max-potato,ADAPTATION,4,,chari+silage,335,339,0.95,4.645,6,0.742,0.009,4.039,0,0,0,479
max-potato,ADAPTATION,5,,chari+silage,335,339,1.13,5.121,6,0.643,0.012,5.562,0,0,0,535
max-potato,ADAPTATION,6,,chari+silage,335,339,1.4,5.955,3,0.667,0.019,9.568,0,0,0,634
max-potato,ADAPTATION,7,,chari+silage,335,339,1.4,5.955,3,0.667,0.019,9.568,0,0,0,634
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,335,339,1.4,3.591,3.0,0.964,0.017,14.572,2.273,0.041,0.0002,599
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,335,339,1.4,3.591,3.0,0.964,0.017,12.89,4.546,0.041,0.0002,598
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,335,339,1.4,3.591,3.0,0.964,0.017,11.208,6.819,0.041,0.0002,597
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,335,339,1.4,3.591,3.0,0.964,0.017,9.525,9.092,0.041,0.0002,596
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,335,339,1.4,3.591,3.0,0.964,0.017,7.843,11.366,0.041,0.0002,594
max-potato,STEADY,,,chari+silage,335,339,1.4,3.591,3.0,0.964,0.017,7.843,11.366,0.041,0.0002,594
max-potato,ADAPTATION,1,,chari+silage,340,344,0.44,3.331,6,0.94,0.001,0.134,0,0,0,327
max-potato,ADAPTATION,2,,chari+silage,340,344,0.6,3.754,6,0.891,0.003,1.336,0,0,0,376
max-potato,ADAPTATION,3,,chari+silage,340,344,0.79,4.239,6,0.822,0.006,2.761,0,0,0,432
max-potato,ADAPTATION,4,,chari+silage,340,344,0.96,4.723,6,0.743,0.009,4.225,0,0,0,488
max-potato,ADAPTATION,5,,chari+silage,340,344,1.14,5.208,6,0.644,0.012,5.767,0,0,0,545
max-potato,ADAPTATION,6,,chari+silage,340,344,1.4,6.055,3,0.803,0.018,9.283,0,0,0,641
max-potato,ADAPTATION,7,,chari+silage,340,344,1.4,6.055,3,0.803,0.018,9.283,0,0,0,641
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,340,344,1.4,3.647,3.0,0.985,0.017,14.793,2.304,0.041,0.0002,608
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,340,344,1.4,3.647,3.0,0.985,0.017,13.088,4.609,0.041,0.0002,607
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,340,344,1.4,3.647,3.0,0.985,0.017,11.383,6.913,0.041,0.0002,606
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,340,344,1.4,3.647,3.0,0.985,0.017,9.677,9.217,0.041,0.0002,604
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,340,344,1.4,3.647,3.0,0.985,0.017,7.972,11.522,0.041,0.0002,603
max-potato,STEADY,,,chari+silage,340,344,1.4,3.647,3.0,0.985,0.017,7.972,11.522,0.041,0.0002,603
max-potato,ADAPTATION,1,,chari+silage,345,349,0.45,3.386,6,0.94,0.001,0.265,0,0,0,333
max-potato,ADAPTATION,2,,chari+silage,345,349,0.61,3.817,6,0.891,0.004,1.484,0,0,0,383
max-potato,ADAPTATION,3,,chari+silage,345,349,0.79,4.31,6,0.823,0.007,2.928,0,0,0,439
max-potato,ADAPTATION,4,,chari+silage,345,349,0.97,4.802,6,0.743,0.01,4.412,0,0,0,497
max-potato,ADAPTATION,5,,chari+silage,345,349,1.15,5.295,6,0.644,0.013,5.973,0,0,0,554
max-potato,ADAPTATION,6,,chari+silage,345,349,1.4,6.156,3,0.94,0.017,8.994,0,0,0,648
max-potato,ADAPTATION,7,,chari+silage,345,349,1.4,6.156,3,0.94,0.017,8.994,0,0,0,648
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,345,349,1.4,3.702,3.0,1.006,0.017,15.016,2.336,0.042,0.0002,617
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,345,349,1.4,3.702,3.0,1.006,0.017,13.287,4.672,0.042,0.0002,616
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,345,349,1.4,3.702,3.0,1.006,0.017,11.559,7.007,0.042,0.0002,614
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,345,349,1.4,3.702,3.0,1.006,0.017,9.83,9.343,0.042,0.0002,613
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,345,349,1.4,3.702,3.0,1.006,0.017,8.102,11.679,0.042,0.0002,612
max-potato,STEADY,,,chari+silage,345,349,1.4,3.702,3.0,1.006,0.017,8.102,11.679,0.042,0.0002,612
max-potato,ADAPTATION,1,,chari+silage,350,354,0.45,3.442,6,0.941,0.002,0.396,0,0,0,340
max-potato,ADAPTATION,2,,chari+silage,350,354,0.62,3.88,6,0.892,0.004,1.632,0,0,0,390
max-potato,ADAPTATION,3,,chari+silage,350,354,0.8,4.38,6,0.823,0.007,3.096,0,0,0,447
max-potato,ADAPTATION,4,,chari+silage,350,354,0.98,4.881,6,0.744,0.01,4.599,0,0,0,505
max-potato,ADAPTATION,5,,chari+silage,350,354,1.16,5.381,6,0.645,0.013,6.179,0,0,0,564
max-potato,ADAPTATION,6,,chari+silage,350,354,1.4,6.258,3,1.079,0.016,8.7,0,0,0,655
max-potato,ADAPTATION,7,,chari+silage,350,354,1.4,6.258,3,1.079,0.016,8.7,0,0,0,655
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,350,354,1.4,3.758,3.0,1.027,0.018,15.24,2.367,0.043,0.0002,626
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,350,354,1.4,3.758,3.0,1.027,0.018,13.488,4.735,0.043,0.0002,625
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,350,354,1.4,3.758,3.0,1.027,0.018,11.736,7.102,0.043,0.0002,623
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,350,354,1.4,3.758,3.0,1.027,0.018,9.985,9.47,0.043,0.0002,622
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,350,354,1.4,3.758,3.0,1.027,0.018,8.233,11.837,0.043,0.0002,621
max-potato,STEADY,,,chari+silage,350,354,1.4,3.758,3.0,1.027,0.018,8.233,11.837,0.043,0.0002,621
max-potato,ADAPTATION,1,,chari+silage,355,359,0.46,3.494,6,0.941,0.002,0.521,0,0,0,345
max-potato,ADAPTATION,2,,chari+silage,355,359,0.63,3.939,6,0.892,0.004,1.773,0,0,0,396
max-potato,ADAPTATION,3,,chari+silage,355,359,0.81,4.448,6,0.824,0.007,3.255,0,0,0,455
max-potato,ADAPTATION,4,,chari+silage,355,359,0.99,4.956,6,0.744,0.01,4.776,0,0,0,514
max-potato,ADAPTATION,5,,chari+silage,355,359,1.17,5.464,6,0.645,0.014,6.375,0,0,0,573
max-potato,ADAPTATION,6,,chari+silage,355,359,1.4,6.354,3,1.2,0.016,8.463,0,0,0,663
max-potato,ADAPTATION,7,,chari+silage,355,359,1.4,6.354,3,1.2,0.016,8.463,0,0,0,663
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,355,359,1.4,3.812,3.0,1.048,0.018,15.455,2.398,0.043,0.0002,635
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,355,359,1.4,3.812,3.0,1.048,0.018,13.681,4.796,0.043,0.0002,633
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,355,359,1.4,3.812,3.0,1.048,0.018,11.906,7.193,0.043,0.0002,632
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,355,359,1.4,3.812,3.0,1.048,0.018,10.132,9.591,0.043,0.0002,631
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,355,359,1.4,3.812,3.0,1.048,0.018,8.358,11.989,0.043,0.0002,630
max-potato,STEADY,,,chari+silage,355,359,1.4,3.812,3.0,1.048,0.018,8.358,11.989,0.043,0.0002,630
max-potato,ADAPTATION,1,,chari+silage,360,364,0.46,3.53,6,0.942,0.002,0.603,0,0,0,349
max-potato,ADAPTATION,2,,chari+silage,360,364,0.63,3.979,6,0.893,0.004,1.866,0,0,0,401
max-potato,ADAPTATION,3,,chari+silage,360,364,0.81,4.492,6,0.824,0.007,3.36,0,0,0,460
max-potato,ADAPTATION,4,,chari+silage,360,364,0.99,5.006,6,0.745,0.011,4.893,0,0,0,519
max-potato,ADAPTATION,5,,chari+silage,360,364,1.17,5.519,6,0.646,0.014,6.504,0,0,0,579
max-potato,ADAPTATION,6,,chari+silage,360,364,1.4,6.417,3,1.2,0.016,8.616,0,0,0,670
max-potato,ADAPTATION,7,,chari+silage,360,364,1.4,6.417,3,1.2,0.016,8.616,0,0,0,670
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,360,364,1.4,3.852,3.0,1.063,0.018,15.615,2.42,0.044,0.0002,641
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,360,364,1.4,3.852,3.0,1.063,0.018,13.824,4.841,0.044,0.0002,640
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,360,364,1.4,3.852,3.0,1.063,0.018,12.033,7.261,0.044,0.0002,639
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,360,364,1.4,3.852,3.0,1.063,0.018,10.242,9.682,0.044,0.0002,637
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,360,364,1.4,3.852,3.0,1.063,0.018,8.451,12.102,0.044,0.0002,636
max-potato,STEADY,,,chari+silage,360,364,1.4,3.852,3.0,1.063,0.018,8.451,12.102,0.044,0.0002,636
max-potato,ADAPTATION,1,,chari+silage,365,369,0.46,3.564,6,0.942,0.002,0.685,0,0,0,353
max-potato,ADAPTATION,2,,chari+silage,365,369,0.63,4.018,6,0.893,0.005,1.958,0,0,0,405
max-potato,ADAPTATION,3,,chari+silage,365,369,0.81,4.537,6,0.824,0.008,3.464,0,0,0,465
max-potato,ADAPTATION,4,,chari+silage,365,369,0.99,5.055,6,0.745,0.011,5.01,0,0,0,525
max-potato,ADAPTATION,5,,chari+silage,365,369,1.17,5.574,6,0.646,0.014,6.633,0,0,0,585
max-potato,ADAPTATION,6,,chari+silage,365,369,1.4,6.481,3,1.2,0.016,8.768,0,0,0,677
max-potato,ADAPTATION,7,,chari+silage,365,369,1.4,6.481,3,1.2,0.016,8.768,0,0,0,677
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,365,369,1.4,3.892,3.0,1.078,0.018,15.777,2.443,0.044,0.0002,648
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,365,369,1.4,3.892,3.0,1.078,0.018,13.969,4.886,0.044,0.0002,646
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,365,369,1.4,3.892,3.0,1.078,0.018,12.161,7.33,0.044,0.0002,645
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,365,369,1.4,3.892,3.0,1.078,0.018,10.353,9.773,0.044,0.0002,644
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,365,369,1.4,3.892,3.0,1.078,0.018,8.545,12.216,0.044,0.0002,642
max-potato,STEADY,,,chari+silage,365,369,1.4,3.892,3.0,1.078,0.018,8.545,12.216,0.044,0.0002,642
max-potato,ADAPTATION,1,,chari+silage,370,374,0.46,3.599,6,0.942,0.002,0.767,0,0,0,357
max-potato,ADAPTATION,2,,chari+silage,370,374,0.63,4.057,6,0.894,0.005,2.05,0,0,0,409
max-potato,ADAPTATION,3,,chari+silage,370,374,0.81,4.581,6,0.825,0.008,3.569,0,0,0,470
max-potato,ADAPTATION,4,,chari+silage,370,374,0.99,5.105,6,0.746,0.011,5.126,0,0,0,530
max-potato,ADAPTATION,5,,chari+silage,370,374,1.17,5.628,6,0.646,0.014,6.762,0,0,0,591
max-potato,ADAPTATION,6,,chari+silage,370,374,1.4,6.544,3,1.2,0.017,8.919,0,0,0,684
max-potato,ADAPTATION,7,,chari+silage,370,374,1.4,6.544,3,1.2,0.017,8.919,0,0,0,684
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,370,374,1.4,3.932,3.0,1.093,0.018,15.936,2.466,0.044,0.0002,654
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,370,374,1.4,3.932,3.0,1.093,0.018,14.112,4.931,0.044,0.0002,653
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,370,374,1.4,3.932,3.0,1.093,0.018,12.287,7.397,0.044,0.0002,651
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,370,374,1.4,3.932,3.0,1.093,0.018,10.462,9.863,0.044,0.0002,650
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,370,374,1.4,3.932,3.0,1.093,0.018,8.638,12.328,0.044,0.0002,649
max-potato,STEADY,,,chari+silage,370,374,1.4,3.932,3.0,1.093,0.018,8.638,12.328,0.044,0.0002,649
max-potato,ADAPTATION,1,,chari+silage,375,379,0.46,3.634,6,0.943,0.002,0.848,0,0,0,361
max-potato,ADAPTATION,2,,chari+silage,375,379,0.63,4.097,6,0.894,0.005,2.142,0,0,0,414
max-potato,ADAPTATION,3,,chari+silage,375,379,0.81,4.625,6,0.825,0.008,3.672,0,0,0,474
max-potato,ADAPTATION,4,,chari+silage,375,379,0.99,5.154,6,0.746,0.011,5.242,0,0,0,536
max-potato,ADAPTATION,5,,chari+silage,375,379,1.17,5.682,6,0.647,0.014,6.89,0,0,0,597
max-potato,ADAPTATION,6,,chari+silage,375,379,1.4,6.607,3,1.2,0.017,9.07,0,0,0,691
max-potato,ADAPTATION,7,,chari+silage,375,379,1.4,6.607,3,1.2,0.017,9.07,0,0,0,691
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,375,379,1.4,3.972,3.0,1.108,0.018,16.096,2.488,0.045,0.0002,660
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,375,379,1.4,3.972,3.0,1.108,0.018,14.254,4.976,0.045,0.0002,659
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,375,379,1.4,3.972,3.0,1.108,0.018,12.413,7.465,0.045,0.0002,658
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,375,379,1.4,3.972,3.0,1.108,0.018,10.572,9.953,0.045,0.0002,656
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,375,379,1.4,3.972,3.0,1.108,0.018,8.731,12.441,0.045,0.0002,655
max-potato,STEADY,,,chari+silage,375,379,1.4,3.972,3.0,1.108,0.018,8.731,12.441,0.045,0.0002,655
max-potato,ADAPTATION,1,,chari+silage,380,384,0.46,3.669,6,0.943,0.003,0.929,0,0,0,365
max-potato,ADAPTATION,2,,chari+silage,380,384,0.63,4.136,6,0.895,0.005,2.234,0,0,0,418
max-potato,ADAPTATION,3,,chari+silage,380,384,0.81,4.669,6,0.826,0.008,3.776,0,0,0,479
max-potato,ADAPTATION,4,,chari+silage,380,384,0.99,5.203,6,0.747,0.011,5.358,0,0,0,541
max-potato,ADAPTATION,5,,chari+silage,380,384,1.17,5.736,6,0.647,0.015,7.017,0,0,0,603
max-potato,ADAPTATION,6,,chari+silage,380,384,1.4,6.67,3,1.2,0.017,9.221,0,0,0,698
max-potato,ADAPTATION,7,,chari+silage,380,384,1.4,6.67,3,1.2,0.017,9.221,0,0,0,698
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,380,384,1.4,4.012,3.0,1.123,0.019,16.255,2.511,0.045,0.0002,667
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,380,384,1.4,4.012,3.0,1.123,0.019,14.397,5.021,0.045,0.0002,665
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,380,384,1.4,4.012,3.0,1.123,0.019,12.539,7.532,0.045,0.0002,664
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,380,384,1.4,4.012,3.0,1.123,0.019,10.681,10.043,0.045,0.0002,663
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,380,384,1.4,4.012,3.0,1.123,0.019,8.823,12.554,0.045,0.0002,661
max-potato,STEADY,,,chari+silage,380,384,1.4,4.012,3.0,1.123,0.019,8.823,12.554,0.045,0.0002,661
max-potato,ADAPTATION,1,,chari+silage,385,389,0.46,3.703,6,0.944,0.003,1.01,0,0,0,368
max-potato,ADAPTATION,2,,chari+silage,385,389,0.62,4.174,6,0.895,0.005,2.325,0,0,0,422
max-potato,ADAPTATION,3,,chari+silage,385,389,0.81,4.713,6,0.826,0.008,3.879,0,0,0,484
max-potato,ADAPTATION,4,,chari+silage,385,389,0.99,5.252,6,0.747,0.012,5.473,0,0,0,546
max-potato,ADAPTATION,5,,chari+silage,385,389,1.17,5.79,6,0.648,0.015,7.144,0,0,0,609
max-potato,ADAPTATION,6,,chari+silage,385,389,1.4,6.733,3,1.2,0.017,9.371,0,0,0,705
max-potato,ADAPTATION,7,,chari+silage,385,389,1.4,6.733,3,1.2,0.017,9.371,0,0,0,705
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,385,389,1.4,4.052,3.0,1.138,0.019,16.414,2.533,0.046,0.0002,673
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,385,389,1.4,4.052,3.0,1.138,0.019,14.54,5.066,0.046,0.0002,672
max-potato,INGREDIENT_RAMP,3,Potato,chari+silage,385,389,1.4,4.052,3.0,1.138,0.019,12.665,7.6,0.046,0.0002,670
max-potato,INGREDIENT_RAMP,4,Potato,chari+silage,385,389,1.4,4.052,3.0,1.138,0.019,10.791,10.133,0.046,0.0002,669
max-potato,INGREDIENT_RAMP,5,Potato,chari+silage,385,389,1.4,4.052,3.0,1.138,0.019,8.916,12.666,0.046,0.0002,668
max-potato,STEADY,,,chari+silage,385,389,1.4,4.052,3.0,1.138,0.019,8.916,12.666,0.046,0.0002,668
max-potato,ADAPTATION,1,,chari+silage,390,394,0.46,3.738,6,0.944,0.003,1.091,0,0,0,372
max-potato,ADAPTATION,2,,chari+silage,390,394,0.62,4.213,6,0.896,0.006,2.416,0,0,0,427
max-potato,ADAPTATION,3,,chari+silage,390,394,0.81,4.757,6,0.827,0.009,3.982,0,0,0,489
max-potato,ADAPTATION,4,,chari+silage,390,394,0.99,5.3,6,0.748,0.012,5.588,0,0,0,552
max-potato,ADAPTATION,5,,chari+silage,390,394,1.17,5.844,6,0.648,0.015,7.271,0,0,0,615
max-potato,ADAPTATION,6,,chari+silage,390,394,1.4,6.795,3,1.2,0.018,9.52,0,0,0,712
max-potato,ADAPTATION,7,,chari+silage,390,394,1.4,6.795,3,1.2,0.018,9.52,0,0,0,712
max-potato,INGREDIENT_RAMP,1,Potato,chari+silage,390,394,1.4,4.091,3.0,1.153,0.019,16.571,2.555,0.046,0.0002,679
max-potato,INGREDIENT_RAMP,2,Potato,chari+silage,390,394,1.4,4.091,3.0,1.153,0.019,14.68,5.111,0.046,0.0002,678
